[2022-03-01 08:53:52] main.ERROR: Error: Application is not installed yet.  [] []
[2022-03-01 08:58:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_remove_cl_1"}} []
[2022-03-01 08:58:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_remove_cl_2"}} []
[2022-03-01 08:58:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_remove_cl_3"}} []
[2022-03-01 08:58:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_remove_cl_4"}} []
[2022-03-01 08:58:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_feed_cl_1"}} []
[2022-03-01 08:58:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_feed_cl_2"}} []
[2022-03-01 08:58:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_feed_cl_3"}} []
[2022-03-01 08:58:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_feed_cl_4"}} []
[2022-03-01 08:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2022-03-01 08:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_2","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:58:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_2","FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:58:15] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailContactTableCustomers","rows_affected":0} []
[2022-03-01 08:58:15] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailContactTableSubscribers","rows_affected":0} []
[2022-03-01 08:58:15] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\UpdateContactsWithSubscriberCustomers","rows_affected":0} []
[2022-03-01 08:58:15] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailOrderTable","rows_affected":0} []
[2022-03-01 08:58:15] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailReviewTable","rows_affected":0} []
[2022-03-01 08:58:15] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailWishlistTable","rows_affected":0} []
[2022-03-01 08:58:15] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailCatalogTable","rows_affected":0} []
[2022-03-01 08:58:15] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["config_scopes","CONFIG"],"mode":"matchingTag"}} []
[2022-03-01 08:58:15] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2022-03-01 08:58:15] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["config_scopes","CONFIG"],"mode":"matchingTag"}} []
[2022-03-01 08:58:15] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2022-03-01 08:58:15] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["config_scopes","CONFIG"],"mode":"matchingTag"}} []
[2022-03-01 08:58:15] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2022-03-01 08:58:15] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2022-03-01 08:58:17] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_1"}} []
[2022-03-01 08:58:17] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_2"}} []
[2022-03-01 08:58:17] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_3"}} []
[2022-03-01 08:58:17] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_4"}} []
[2022-03-01 08:58:17] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_1"}} []
[2022-03-01 08:58:17] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_2"}} []
[2022-03-01 08:58:17] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_3"}} []
[2022-03-01 08:58:17] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_4"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["CONFIG"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["LAYOUT_GENERAL_CACHE_TAG"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["BLOCK_HTML"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["COLLECTION_DATA"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["REFLECTION"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["DB_DDL"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["COMPILED_CONFIG"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["EAV"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["CUSTOMER_NOTIFICATION"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["INTEGRATION"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["INTEGRATION_API_CONFIG"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["GOOGLE_PRODUCT"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["FPC"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["WEBSERVICE"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["TRANSLATE"],"mode":"matchingTag"}} []
[2022-03-01 08:58:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/start","invalidateInfo":{"tags":["VERTEX"],"mode":"matchingTag"}} []
[2022-03-01 08:58:21] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://magento23.local/setup/index.php/success","invalidateInfo":{"identifier":"interception"}} []
[2022-03-01 08:58:21] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/progress","invalidateInfo":{"identifier":"interception"}} []
[2022-03-01 08:58:25] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento23.local/setup/index.php/install/progress","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
